ID,X,Y,Z,Radio (mm),Altura (mm),Aletas_Detectadas,Es_HeatStake_Potencial,Distancia_Origen
262,2003.54335796294,-719.786191602888,1244.70471156775,0.5,0.808,4,True,2466.0835281592877
362,1796.46856657496,-781.537400226027,1497.12229548572,3.0,15.0885,1,False,2465.6591788575283
364,1796.46856657496,-781.537400226027,1497.12229548572,3.0,14.7744,1,False,2465.6591788575283
365,1796.46856657496,-781.537400226027,1497.12229548572,2.0,14.8227,2,False,2465.6591788575283
363,1796.46856657496,-781.537400226027,1497.12229548572,3.0,14.8222,1,False,2465.6591788575283
361,1796.46856657496,-781.537400226027,1497.12229548572,3.0,14.823,1,False,2465.6591788575283
360,1796.46856657496,-774.04627693051,1497.12229548573,3.9,5.0,0,False,2463.294971610655
359,1796.46856657496,-774.04627693051,1497.12229548573,3.9,5.0,0,False,2463.294971610655
358,1796.46856657496,-774.04627693051,1497.12229548573,3.9,5.0,0,False,2463.294971610655
349,1793.51215577516,-766.26762125021,1497.97988571313,1.0,2.5011,2,False,2459.22663825253
260,1985.33008075399,-719.786191602888,1256.99697563073,0.5,0.808,4,True,2457.5738214575845
261,1989.97129305485,-719.786191602888,1244.23448336591,0.5,0.808,4,True,2454.8314317690765
143,2007.48525850032,-727.200000000006,1200.77240954566,0.5,0.8167,4,True,2449.626763942253
142,2011.79685680588,-727.200000000006,1193.02599629271,0.5,0.8167,4,True,2449.378994946319
138,2004.31004607817,-740.700000000006,1193.93199994113,2.0,20.7485,2,False,2447.727286952799
137,2004.31004607817,-740.700000000006,1193.93199994113,3.0,20.9008,12,True,2447.727286952799
139,2000.01217349307,-727.200000000006,1197.92582960715,0.5,0.8167,4,True,2442.1086845921623
141,2005.76193715309,-727.200000000006,1186.53164928795,0.5,0.8167,4,True,2441.2615884607917
140,1997.72055338273,-727.200000000006,1190.26433535721,0.5,0.8167,4,True,2436.4803379939576
126,1937.22080827954,-720.400000000003,1278.16470135743,0.5,0.808,4,True,2430.124610761219
3,1812.66994231537,-816.52439730882,1396.97143235059,254.9711,1.9658,1,False,2429.81760508434
1,1812.66994231537,-816.52439730882,1396.97143235059,254.9711,5.197,1,False,2429.81760508434
0,1812.66994231537,-816.52439730882,1396.97143235059,254.9711,4.38,2,False,2429.81760508434
124,1930.50695285721,-733.400000000003,1274.72904796119,3.0,24.837,10,True,2426.8635727510673
125,1930.50695285721,-733.400000000003,1274.72904796119,2.0,24.7833,2,False,2426.8635727510673
419,1724.07280937706,-760.728879913524,1526.45689057708,0.5,0.808,4,True,2425.119815505626
127,1935.84914883072,-720.400000000003,1269.40546729853,0.5,0.808,4,True,2424.433609616074
424,1765.05118912005,-764.293822354651,1473.65556044776,0.5,0.808,4,True,2423.058286121526
339,1720.50001835578,-773.728879913524,1517.61392249029,3.0,24.4768,10,True,2421.1420260924056
340,1720.50001835578,-773.728879913524,1517.61392249029,2.0,24.2662,2,False,2421.1420260924056
420,1756.93522615369,-764.293822354651,1479.55215269853,0.5,0.808,4,True,2420.752157562615
367,1756.93522615369,-777.293822354651,1471.01852422609,2.0,25.1166,2,False,2419.690594639473
366,1756.93522615369,-777.293822354651,1471.01852422609,3.0,25.2003,12,True,2419.690594639473
129,1923.05590332446,-720.400000000003,1275.89585118011,0.5,0.808,4,True,2417.649765861399
128,1927.09475612106,-720.400000000003,1268.00324077357,0.5,0.808,4,True,2416.7131765440367
265,1955.83877494788,-719.552213085873,1222.99963856242,0.5,0.8586,4,True,2416.358586151942
